entry,subject
Threshing machinery and engines,Threshing machines
Threshing machinery and engines,Agricultural machinery
"Steam-warming practically considered and a description of the ""Exeter"" steam-heating apparatus",Heating equipment industry
"Steam-warming practically considered and a description of the ""Exeter"" steam-heating apparatus",Steam-heating
"Steam-warming practically considered and a description of the ""Exeter"" steam-heating apparatus",Equipment and supplies
"Steam-warming practically considered and a description of the ""Exeter"" steam-heating apparatus",Radiators
"Machinery, industrial supplies, bars, plates and structural steel",Machine-tools
"Machinery, industrial supplies, bars, plates and structural steel",Machinery industry
"Machinery, industrial supplies, bars, plates and structural steel",Machinery
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Traction-engines
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Steam-engines
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Portable engines
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Machinery industry
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Threshing machines
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Tractors
"Traction and portable engines, tractors, threshers, saw mills, stationary machines and steam boilers",Steam-boilers
Steam threshing outfits traction engines for wood and coal,Portable engines
Steam threshing outfits traction engines for wood and coal,Threshing machines
Steam threshing outfits traction engines for wood and coal,Agricultural machinery industry
Steam threshing outfits traction engines for wood and coal,Traction-engines
Steam threshing outfits traction engines for wood and coal,Threshing machines
Steam threshing outfits traction engines for wood and coal,Agricultural machinery industry
Steam threshing outfits traction engines for wood and coal,Traction-engines
Threshing machinery,Threshing machines
Threshing machinery,Agricultural machinery industry
Traction engines and threshing machinery a look at the tiger's stripes for 1909,Threshing machines
Traction engines and threshing machinery a look at the tiger's stripes for 1909,Agricultural machinery industry
Traction engines and threshing machinery a look at the tiger's stripes for 1909,Traction-engines
Threshing machinery clover hullers,Portable engines
Threshing machinery clover hullers,Threshing machines
Threshing machinery clover hullers,Agricultural machinery industry
Threshing machinery clover hullers,Traction-engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Agricultural machinery industry
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Traction-engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Steam-engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Portable engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Threshing machines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Agricultural machinery industry
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Traction-engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Steam-engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Portable engines
"Descriptive catalogue of the celebrated ""Peerless"" steam engines",Threshing machines
"Price list, 1911",Agricultural machinery industry
"Price list, 1911",Traction-engines
"Price list, 1911",Steam-engines
"Price list, 1911",Portable engines
"Price list, 1911",Threshing machines
"Price list, 1911",Steam-boilers
You too can get all the grain and get it fast!,Threshing machines
You too can get all the grain and get it fast!,Agricultural machinery industry
"Empire engines, threshers, clover hullers, saw mills, corn shellers and drills",Agricultural machinery industry
"Empire engines, threshers, clover hullers, saw mills, corn shellers and drills",Agricultural machinery
The Belleville threshing machinery description of the JUMBO traction engine,Agricultural machinery industry
The Belleville threshing machinery description of the JUMBO traction engine,Traction-engines
The Belleville threshing machinery description of the JUMBO traction engine,Separators (Machines)
The Belleville threshing machinery description of the JUMBO traction engine,Threshing machines
The Belleville threshing machinery description of the JUMBO traction engine,Steam-boilers
Catalogue 1894-95,Pumping machinery
Catalogue 1894-95,Pumping machinery industry
"The ""Hercules"" turbine",Hydraulic machinery industry
"The ""Hercules"" turbine",Water-wheels
The Hercules turbine water wheel on vertical and horizontal shafts,Hydraulic machinery industry
The Hercules turbine water wheel on vertical and horizontal shafts,Water-wheels
The improved governor list of parts for hydro-mechanical types,Governors (Machinery)
The improved governor list of parts for hydro-mechanical types,Hydraulic machinery industry
The Hercules turbine water wheel,Hydraulic machinery industry
The Hercules turbine water wheel,Water-wheels
"Turbine water wheels, paper makers' machinery, gearing, shafting, and mill work in all its branches",Steam-turbines
"Turbine water wheels, paper makers' machinery, gearing, shafting, and mill work in all its branches",Hydraulic presses
"Turbine water wheels, paper makers' machinery, gearing, shafting, and mill work in all its branches",Water-wheels
"Turbine water wheels, paper makers' machinery, gearing, shafting, and mill work in all its branches",Hydraulic machinery industry
"Turbine water wheels, paper makers' machinery, gearing, shafting, and mill work in all its branches",Papermaking machinery
Threshing machinery,Portable engines
Threshing machinery,Threshing machines
Threshing machinery,Agricultural machinery industry
Threshing machinery,Traction-engines
[Farm engines and threshing machines],Farm engines
[Farm engines and threshing machines],Threshing machines
[Farm engines and threshing machines],Agricultural machinery industry
[Farm engines and threshing machines],Steam-engines
The Huber annual,Agricultural machinery industry
The Huber annual,Traction-engines
The Huber annual,Steam-engines
The Huber annual,"Steam-engines, Compound"
The Huber annual,Threshing machines
The Huber threshers and engines,Threshing machines
The Huber threshers and engines,Agricultural machinery industry
The Huber threshers and engines,Traction-engines
The Huber threshers and engines,Separators (Machines)
Threshing machinery,Threshing machines
Threshing machinery,Agricultural machinery industry
Threshing machinery,Traction-engines
[Catalogue],Threshing machines
[Catalogue],Agricultural machinery industry
[Catalogue],Traction-engines
"Testimonial letters of users of the incomparable Nichols-Shepard threshing machinery, in the states of Kansas, Nebraska, Missouri, Colorado, and Oklahoma Territory",Threshing machines
"Testimonial letters of users of the incomparable Nichols-Shepard threshing machinery, in the states of Kansas, Nebraska, Missouri, Colorado, and Oklahoma Territory",Agricultural machinery industry
"Testimonial letters of users of the incomparable Nichols-Shepard threshing machinery, in the states of Kansas, Nebraska, Missouri, Colorado, and Oklahoma Territory",Traction-engines
"Testimonial letters of users of the incomparable Nichols-Shepard threshing machinery, in the states of Kansas, Nebraska, Missouri, Colorado, and Oklahoma Territory","Steam-engines, Compound"
What they say about the Red River special,Threshing machines
What they say about the Red River special,Agricultural machinery industry
Standard steam engine,Machinery industry
Standard steam engine,Steam-engines
General catalog,Threshing machines
General catalog,Agricultural machinery industry
General catalog,Traction-engines
General catalog,Agricultural machinery
Brick machinery,Construction equipment industry
Brick machinery,Brickmaking machinery
"Troy self-oiling steam engines standard type, horizontal and vertical, automatic and throttling",Machinery industry
"Troy self-oiling steam engines standard type, horizontal and vertical, automatic and throttling",Lubrication systems
"Troy self-oiling steam engines standard type, horizontal and vertical, automatic and throttling",Steam-engines
"Troy vertical engine, type SH",Machinery industry
"Troy vertical engine, type SH",Steam-engines
Troy-Engberg type EN governor for steam engines,Machinery industry
Troy-Engberg type EN governor for steam engines,Governors (Steam-engine)
Annual descriptive catalog of Robinson & Co.'s machine works,Threshing machines
Annual descriptive catalog of Robinson & Co.'s machine works,Agricultural machinery industry
Annual descriptive catalog of Robinson & Co.'s machine works,Traction-engines
Annual descriptive catalog of Robinson & Co.'s machine works,Sawmills
"Acme automatic safety engine ""Stationary.""",Machinery industry
"Acme automatic safety engine ""Stationary.""",Steam-engines
Acme engines and boilers,Machinery industry
Acme engines and boilers,Steam-boilers
Acme engines and boilers,Steam-engines
Acme engines and boilers list and diagrams of parts,Machinery industry
Acme engines and boilers list and diagrams of parts,Steam-boilers
Acme engines and boilers list and diagrams of parts,Steam-engines
"Acme engines stationary, marine, automobile","Steam-boilers, Water-tube"
"Acme engines stationary, marine, automobile",Steam-engines
"Acme engines stationary, marine, automobile",Machinery industry
"Acme engines stationary, marine, automobile","Automobiles, Steam"
"Acme engines stationary, marine, automobile",Marine engines
Threshing machinery,Threshing machines
Threshing machinery,Agricultural machinery industry
Threshing machinery,Traction-engines
Threshing machinery,Separators (Machines)
Modern high grade threshing machinery,Threshing machines
Modern high grade threshing machinery,Agricultural machinery industry
Modern high grade threshing machinery,"Steam-engines, Compound"
Modern high grade threshing machinery,Separators (Machines)
Turbine water wheels,Textile machinery
Turbine water wheels,Hydraulic machinery industry
Turbine water wheels,Turbines
Turbine water wheels,Water-wheels
Concrete machinery concrete mixers,Road machinery industry
Concrete machinery concrete mixers,Steam-engines
Concrete machinery concrete mixers,Concrete mixers
Falls automatic engine stop,Machinery industry
Falls automatic engine stop,Equipment and supplies
Falls automatic engine stop,Steam-engines
"Vibrating threshers, plain agricultural and traction engines",Threshing machines
"Vibrating threshers, plain agricultural and traction engines",Agricultural machinery industry
"Vibrating threshers, plain agricultural and traction engines",Traction-engines
"Vibrating threshers, plain agricultural and traction engines",Separators (Machines)
"Illustrated and descriptive catalogue Keck-Gonnerman Co. : manufacturers of engines, threshers, saw mills and machinery",Agricultural machinery industry
"Illustrated and descriptive catalogue Keck-Gonnerman Co. : manufacturers of engines, threshers, saw mills and machinery",Traction-engines
"Illustrated and descriptive catalogue Keck-Gonnerman Co. : manufacturers of engines, threshers, saw mills and machinery",Sawmills
"Illustrated and descriptive catalogue Keck-Gonnerman Co. : manufacturers of engines, threshers, saw mills and machinery",Threshing machines
"Illustrated and descriptive catalogue Keck-Gonnerman Co. : manufacturers of engines, threshers, saw mills and machinery",Steam-boilers
Instruction book of the Wilson Sewing Machine Company,Sewing machines
"Machine learning for multimodal interaction second international workshop, MLMI 2005, Edinburgh, UK, July 11-13, 2005 : revised selected papers",Machine learning
"Machine learning for multimodal interaction second international workshop, MLMI 2005, Edinburgh, UK, July 11-13, 2005 : revised selected papers",Human-computer interaction
"Proceedings of the Java Virtual Machine Research and Technology Symposium (JVM '02) August 1-2, 2002, San Frnacisco, California, USA",Java (Computer program language)
"Proceedings of the Java Virtual Machine Research and Technology Symposium (JVM '02) August 1-2, 2002, San Frnacisco, California, USA",Java virtual machine
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Human-computer interaction
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Réalité virtuelle
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Computer graphics
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Virtual reality
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Infographie
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Visualisation
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Interaction homme-machine (Informatique)
"Virtual environments 2002 Barcelona, Spain, May 30-31, 2002",Visualization
"The art of water-drawing, or A compendious abstract of all sorts of water-machins, or gins, practised in the world with their natural grounds and reasons. As also new wayes and machins never before published. Where is also disapproved 1. The perpetual motion. 2. The water-poise. 3. The syphon, or philosophers engin. 4. The horizontal sails. With divers other experiments. Published for supplying our most necessary wants of firing, for raising of water for cities and towns, and for watering and draining of grounds",Pumping machines
Pulse the coming age of systems and machines inspired by living things,Bioengineering
Pulse the coming age of systems and machines inspired by living things,Human-machine systems
Pulse the coming age of systems and machines inspired by living things,Bionics
"Proceedings of the Java Virtual Machine Research and Technology Sy[m]posium (JVM '01) April 23-24, 2001, Monterey, California, USA",Java (Computer program language)
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Human-machine systems
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Ordinateurs
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Computer graphics
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Systèmes conversationnels (Informatique)
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Systèmes homme-machine
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Applications industrielles
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Industrial applications
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Computers
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Interactive computer systems
"Proceedings Graphics Interface 2002 : Calgary, Alberta, Canada, 27-29 May 2002",Infographie
02 al- Mighnāṭīsīyah wa-al-ajhizah al-ḥadīthah,Magneto-electric machines
02 al- Mighnāṭīsīyah wa-al-ajhizah al-ḥadīthah,Magnetism
02 al- Mighnāṭīsīyah wa-al-ajhizah al-ḥadīthah,"Children's stories, Arabic"
"Illustrerad katalog öfver ångmaskiner, lokomobiler, tröskverk, qvarn- och sågverk, pumpar och uppfordringsverk samt öfriga maskiner och redskap för landtbruk och näringar",Traction-engines
"Illustrerad katalog öfver ångmaskiner, lokomobiler, tröskverk, qvarn- och sågverk, pumpar och uppfordringsverk samt öfriga maskiner och redskap för landtbruk och näringar",Steam-engines
"Illustrerad katalog öfver ångmaskiner, lokomobiler, tröskverk, qvarn- och sågverk, pumpar och uppfordringsverk samt öfriga maskiner och redskap för landtbruk och näringar",Machinery industry
"Illustrerad katalog öfver ångmaskiner, lokomobiler, tröskverk, qvarn- och sågverk, pumpar och uppfordringsverk samt öfriga maskiner och redskap för landtbruk och näringar",Pumping machinery
"Illustrerad katalog öfver ångmaskiner, lokomobiler, tröskverk, qvarn- och sågverk, pumpar och uppfordringsverk samt öfriga maskiner och redskap för landtbruk och näringar",Threshing machines
Enduit caloriclave rondelles métalliques,Machine parts
Enduit caloriclave rondelles métalliques,Machine parts industry
Lessiveuses à vapeur,Washing machines
Lessiveuses à vapeur,Washing machine industry
Boilers of merit,Boiler-making industry
Boilers of merit,Boilers
Autokaupasta valtakunnalliseksi monialayhtiöksi,Automobile dealers
Autokaupasta valtakunnalliseksi monialayhtiöksi,History
Autokaupasta valtakunnalliseksi monialayhtiöksi,Machine parts
The great Minneapolis line power farming machinery,Tractors
The great Minneapolis line power farming machinery,Threshing machines
The great Minneapolis line power farming machinery,Agricultural machinery industry
The great Minneapolis line power farming machinery,Traction-engines
Catalogue of sight feed lubricators and steam brass goods,Valves
Catalogue of sight feed lubricators and steam brass goods,Lubrication systems
Catalogue of sight feed lubricators and steam brass goods,Injectors
Catalogue of sight feed lubricators and steam brass goods,Machine parts industry
Bodies/machines,Mens-machine-systemen
Bodies/machines,Human-machine systems
Bodies/machines,Artificial intelligence
Bodies/machines,Technology
Bodies/machines,Man-Machine Systems
Bodies/machines,History
Bodies/machines,Artificial Intelligence
Bodies/machines,Kunstmatige intelligentie
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Law and legislation
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Voting-machine industry
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Corrupt practices
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Prevention
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Voting-machines
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Elections
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Voting
"Election reform hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Seventh Congress, first session, March 7, 2001",Standards
"Stimulus-response compatibility principles data, theory, and application",Conditioned response
"Stimulus-response compatibility principles data, theory, and application",Human-machine systems
"Stimulus-response compatibility principles data, theory, and application",Stimulus generalization
Baker threshing machinery,Threshing machines
Baker threshing machinery,Agricultural machinery industry
Baker threshing machinery,Traction-engines
Baker threshing machinery,Road rollers
The machine gun lecture by,Curricula
The machine gun lecture by,Machine guns
Can two rights make a wrong? insights from IBM's tangible culture approach,Organizational Culture
Can two rights make a wrong? insights from IBM's tangible culture approach,Corporate culture
Can two rights make a wrong? insights from IBM's tangible culture approach,Consolidation and merger of corporations
"The pinball compendium, 1982 to present",Pinball machines
"The pinball compendium, 1982 to present",History
Le-khabes ha-kol aval yoter be-zol,Washing machines
Le-khabes ha-kol aval yoter be-zol,Electricity
"Conference proceedings OOPSLA '88, San Diego, California, September 25-30, 1988",Machine theory
"Conference proceedings OOPSLA '88, San Diego, California, September 25-30, 1988",Data structures (Computer science)
Handbook for candidates at elections where electronic voting machines are used,Voting-machines
Handbook for candidates at elections where electronic voting machines are used,Political candidates
Handbook for candidates at elections where electronic voting machines are used,Elections
Annual Conference on Manual Control Proceedings of a meeting held at,Human-machine systems
Annual Conference on Manual Control Proceedings of a meeting held at,Manual control
Handbook for polling agents at elections where electronic voting machines are used,Voting machines
Handbook for polling agents at elections where electronic voting machines are used,Voting-machines
Handbook for polling agents at elections where electronic voting machines are used,Elections
Handbook for polling agents at elections where electronic voting machines are used,Voting
Handbook for polling agents at elections where electronic voting machines are used,Election officials
Handbook for polling agents at elections where electronic voting machines are used,Technological innovations
Handbook for polling agents at elections where electronic voting machines are used,Data processing
Handbook for returning officers at elections where electronic voting machines are used,Voting-machines
Handbook for returning officers at elections where electronic voting machines are used,Technological innovations
Handbook for returning officers at elections where electronic voting machines are used,Election officials
The Lenovo affair the growth of China's computer giant and its takeover of IBM-PC,Computer industry
The Lenovo affair the growth of China's computer giant and its takeover of IBM-PC,Management
The Lenovo affair the growth of China's computer giant and its takeover of IBM-PC,Mergers
Handbook for presiding officers at elections where electronic voting machines are used,Voting-machines
Handbook for presiding officers at elections where electronic voting machines are used,Elections
Handbook for presiding officers at elections where electronic voting machines are used,Voting
Handbook for presiding officers at elections where electronic voting machines are used,Election officials
Handbook for presiding officers at elections where electronic voting machines are used,Technological innovations
Handbook for presiding officers at elections where electronic voting machines are used,Data processing
Kalashnikov,AK-47 rifle
Kalashnikov,Kalashnikov machine gun
Planirovanie nauchno-issledovatelʹskikh i opytnokonstruktorskikh rabot,"Research, Industrial"
Planirovanie nauchno-issledovatelʹskikh i opytnokonstruktorskikh rabot,Management
Planirovanie nauchno-issledovatelʹskikh i opytnokonstruktorskikh rabot,Machine design
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",Gliders (Aeronautics)
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",History
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",Personal propulsion units
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",Skydiving
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",Flying-machines
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",Skydivers
"Birdmen, batmen, and skyflyers wingsuits and the pioneers who flew in them, fell in them and perfected them",Aeronautics
Teleoperator controls,Remote control
Teleoperator controls,Human-machine systems
Teleoperator controls,Man-Machine Systems
Machine tools and fixtures a compilation,Machine-tools
Machine tools and fixtures a compilation,Jigs and fixtures
Machine tools and fixtures,Machine-tools
Machine tools and fixtures,Jigs and fixtures
Kalachnikov uma vida en rajadas de metralhadora,History
Kalachnikov uma vida en rajadas de metralhadora,Weapons industry
Kalachnikov uma vida en rajadas de metralhadora,Gunsmiths
Kalachnikov uma vida en rajadas de metralhadora,Kalashnikov machine gun
Handbook for counting agents at elections where electronic voting machines are used,Voting-machines
Handbook for counting agents at elections where electronic voting machines are used,Elections
Handbook for counting agents at elections where electronic voting machines are used,Voting
Handbook for counting agents at elections where electronic voting machines are used,Technological innovations
Handbook for counting agents at elections where electronic voting machines are used,Data processing
Precision tooling techniques,Machine-shop practice
"Selected shop techniques 71 selected suggestions for machinists, mechanics, and technicians",Machine-shop practice
Fundamentals of microfabrication the science of miniaturization,Microelectronic packaging
Fundamentals of microfabrication the science of miniaturization,Microelectromechanical systems
Fundamentals of microfabrication the science of miniaturization,Machining
Fundamentals of microfabrication the science of miniaturization,Miniaturization
Fundamentals of microfabrication the science of miniaturization,Integrated circuits
Fundamentals of microfabrication the science of miniaturization,Lasers
Fundamentals of microfabrication the science of miniaturization,Design and construction
Fundamentals of microfabrication the science of miniaturization,Industrial applications
Fundamentals of microfabrication the science of miniaturization,Microelectronics
International wood worker,Woodworkers
International wood worker,Labor unions
Fourth Annual NASA-University Conference on Manual Control,Human-machine systems
Fourth Annual NASA-University Conference on Manual Control,Airplanes
Fourth Annual NASA-University Conference on Manual Control,Control systems
Fourth Annual NASA-University Conference on Manual Control,Ergonomics
Fourth Annual NASA-University Conference on Manual Control,Manual control
Second Annual NASA-University Conference on Manual Control,Control systems
Second Annual NASA-University Conference on Manual Control,Human-machine systems
Second Annual NASA-University Conference on Manual Control,Airplanes
Second Annual NASA-University Conference on Manual Control,Manual control
"Applications of research on human decisionmaking a symposium held at NASA Ames Research Center, January 31-February 2, 1968",Decision making
"Applications of research on human decisionmaking a symposium held at NASA Ames Research Center, January 31-February 2, 1968",Human-machine systems
"Adventures from the technology underground catapults, pulsejets, rail guns, flamethrowers, tesla coils, air cannons and the garage warriors who love them",Machine design
A comparison of teaching machines and programmed texts under controlled and uncontrolled experimental conditions,Teaching machines
A comparison of teaching machines and programmed texts under controlled and uncontrolled experimental conditions,Programmed instruction
Brave new ballot the battle to safeguard democracy in the age of electronic voting,Voting-machines
Brave new ballot the battle to safeguard democracy in the age of electronic voting,Electronic voting
Brave new ballot the battle to safeguard democracy in the age of electronic voting,Security measures
Brave new ballot the battle to safeguard democracy in the age of electronic voting,Reliability
Automatenrecht nachtrag,Law and legislation
Automatenrecht nachtrag,Vending machines
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",Electronic data processing
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",LAMAS
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",Autonomous agents
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",Machine learning
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",Distributed processing
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",AAMAS
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",Distributed artificial intelligence
"Learning and adaption in multi-agent systems first international workshop, LAMAS 2005, Utrecht, The Netherlands, July 25, 2005 : revised selected papers",Multi-agent systems
"Advances in machine learning and cybernetics 4th international conference, ICMLC 2005, Guangzhou, China, August 18-21, 2005 : revised selected papers",Machine learning
"Advances in machine learning and cybernetics 4th international conference, ICMLC 2005, Guangzhou, China, August 18-21, 2005 : revised selected papers",Cybernetics
"Machine learning challenges evaluating predictive uncertainty visual object classification and recognizing textual entailment : First PASCAL Machine Learning Challenges Workshop, MLCW 2005, Southampton, UK, April 11-13, 2005 : revised selected papers",Machine learning
Joe Wilson and the creation of Xerox,Copying machine industry
Joe Wilson and the creation of Xerox,History
"Buckeye mower & reaper, with self-raker",Harvesting machinery
"Buckeye mower & reaper, with self-raker",Agricultural machinery industry
"Buckeye mower & reaper, with self-raker",Mowing machines
Philosophy of simulation in a man-machine space mission system,Space Flight
Philosophy of simulation in a man-machine space mission system,Human-machine systems
Philosophy of simulation in a man-machine space mission system,Space cabin simulators
Philosophy of simulation in a man-machine space mission system,Ergonomics
"Prediction, learning, and games",Computer algorithms
"Prediction, learning, and games",Forecasting
"Prediction, learning, and games",Mathematical models
"Prediction, learning, and games",Machine learning
"Prediction, learning, and games",Game theory
Switched finite time control of a class of underactuated systems,Automatic control
Switched finite time control of a class of underactuated systems,Submersibles
Switched finite time control of a class of underactuated systems,Ground-effect machines
Switched finite time control of a class of underactuated systems,Switching theory
Switched finite time control of a class of underactuated systems,Mobile robots
Switched finite time control of a class of underactuated systems,Nonlinear control theory
"Implementation and application of automata 11th international conference, CIAA 2006, Taipei, Taiwan, August 21-23, 2006 : proceedings",Automata
"Implementation and application of automata 11th international conference, CIAA 2006, Taipei, Taiwan, August 21-23, 2006 : proceedings",Machine theory
"Mathematical foundations of computer science 2006 31st international symposium, MFCS 2006, Stara Lesna, Slovakia, August 28-September 1, 2006 ; proceedings",Algorithms
"Mathematical foundations of computer science 2006 31st international symposium, MFCS 2006, Stara Lesna, Slovakia, August 28-September 1, 2006 ; proceedings",Machine theory
"Mathematical foundations of computer science 2006 31st international symposium, MFCS 2006, Stara Lesna, Slovakia, August 28-September 1, 2006 ; proceedings",Computable functions
"Mathematical foundations of computer science 2006 31st international symposium, MFCS 2006, Stara Lesna, Slovakia, August 28-September 1, 2006 ; proceedings",Computer programming
Lestnit͡sa v 45 stupeneĭ,History
Lestnit͡sa v 45 stupeneĭ,Glass manufacture
Lestnit͡sa v 45 stupeneĭ,Machine design
"Algorithmic learning theory 17th international conference ALT 2006 : Barcelona, Spain, October 2006 : proceedings",Algorithmic learning theory
"Algorithmic learning theory 17th international conference ALT 2006 : Barcelona, Spain, October 2006 : proceedings",Computer algorithms
"Algorithmic learning theory 17th international conference ALT 2006 : Barcelona, Spain, October 2006 : proceedings",Machine learning
"Algorithmic learning theory 17th international conference ALT 2006 : Barcelona, Spain, October 2006 : proceedings",ALT
"Automata, languages and programming 33rd international colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006 : proceedings",Machine theory
"Automata, languages and programming 33rd international colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006 : proceedings",Langages formels
"Automata, languages and programming 33rd international colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006 : proceedings","Automates mathaematiques, Thaeorie des"
"Automata, languages and programming 33rd international colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006 : proceedings",Formal languages
"Automata, languages and programming 33rd international colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006 : proceedings",Computer programming
"Automata, languages and programming 33rd international colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006 : proceedings",Programmation (Informatique)
Kız teknik öğretim okulları için genel örgü yüzeyleri teknolojisi,Machine knitting
Kız teknik öğretim okulları için genel örgü yüzeyleri teknolojisi,Knitting
Activity-centered design an ecological approach to designing smart tools and usable systems,Human-machine systems
Activity-centered design an ecological approach to designing smart tools and usable systems,Attitude to Computers
Activity-centered design an ecological approach to designing smart tools and usable systems,System design
Activity-centered design an ecological approach to designing smart tools and usable systems,Design
Activity-centered design an ecological approach to designing smart tools and usable systems,Human-computer interaction
"The ""Domestic"" catalogue of fashions summer styles",Couture (Profession)
"The ""Domestic"" catalogue of fashions summer styles",Fashion
"The ""Domestic"" catalogue of fashions summer styles",Clothing and dress
"The ""Domestic"" catalogue of fashions summer styles",Dressmaking
"American Voting Machine Company, Incorporated",Voting-machines
"Voting machines will the new standards and guidelines help prevent future problems? : joint hearing before the Committee on House Administration, House of Representatives, and the Committee on Science, House of Representatives, One Hundred Ninth Congress, second session, July 19, 2006",Voting-machines
"Voting machines will the new standards and guidelines help prevent future problems? : joint hearing before the Committee on House Administration, House of Representatives, and the Committee on Science, House of Representatives, One Hundred Ninth Congress, second session, July 19, 2006",Standards
"Voting machines will the new standards and guidelines help prevent future problems? : joint hearing before the Committee on House Administration, House of Representatives, and the Committee on Science, House of Representatives, One Hundred Ninth Congress, second session, July 19, 2006",Management
"Voting machines will the new standards and guidelines help prevent future problems? : joint hearing before the Committee on House Administration, House of Representatives, and the Committee on Science, House of Representatives, One Hundred Ninth Congress, second session, July 19, 2006",Elections
"The Enlightenment cyborg a history of communications and control in the human machine, 1660-1830",Human-machine systems
"The Enlightenment cyborg a history of communications and control in the human machine, 1660-1830",Cyborgs
"The Enlightenment cyborg a history of communications and control in the human machine, 1660-1830",History
"The Enlightenment cyborg a history of communications and control in the human machine, 1660-1830",Systèmes homme-machine
